Filename,Grammatical Error Percentage,Readability Score,Average Sentence Length,Repetitive Words Count,Repetitive Words List (limited),Repetitive Words List (full),AI Content Percentage,Generic Content Percentage
Deliverance.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Deliverance.pdf_repetitive_words_full_list.txt,66.67,0
Dexter Pilot.pdf,98.94,84.88,11.173267326732674,924,"dexter: 432, manos: 2, productions: 2, second: 5, property: 2, fade: 4, full: 8, moon: 2, stars: 2, behind: 14...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Dexter Pilot.pdf_repetitive_words_full_list.txt,35.19,0.28
Die Hard.pdf,97.06,86.2,10.53218712514994,1505,"hard: 9, nothing: 14, fade: 2, angeles: 7, early: 3, evening: 4, christmas: 18, light: 14, looking: 19, past: 9...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Die Hard.pdf_repetitive_words_full_list.txt,34.88,0.1
Django Unchained.pdf,3.45,84.34,29.0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Django Unchained.pdf_repetitive_words_full_list.txt,33.33,0.0
Do The Right Thing.pdf,98.09,87.42,8.2395178197065,820,"right: 33, thing: 11, second: 3, brooklyn: 6, miracle: 5, america: 3, black: 46, white: 17, hands: 11, grown: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Do The Right Thing.pdf_repetitive_words_full_list.txt,34.68,0.04
Doctor Zhivago.pdf,6.25,23.09,11.958041958041958,7,"script: 285, provided: 285, educational: 285, purposes: 285, scripts: 285, found: 285, http: 285...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Doctor Zhivago.pdf_repetitive_words_full_list.txt,66.72,0.0
Dog Day Afternoon.pdf,94.81,87.01,9.844277000358808,1246,"afternoon: 7, fade: 2, electric: 3, sign: 9, screen: 10, exactly: 2, fill: 4, frame: 3, size: 2, whatever: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Dog Day Afternoon.pdf_repetitive_words_full_list.txt,34.55,0.17
Dog_Day_Afternoon script.pdf,94.86,87.01,9.925806451612903,1248,"afternoon: 8, fade: 2, electric: 3, sign: 9, screen: 10, exactly: 2, fill: 4, frame: 3, size: 2, whatever: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Dog_Day_Afternoon script.pdf_repetitive_words_full_list.txt,34.55,0.17
Donnie Darko.pdf,96.69,88.63,8.256734006734007,1152,"donnie: 578, darko: 43, richard: 2, shooting: 2, used: 3, crew: 2, film: 2, fade: 3, descend: 2, upon: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Donnie Darko.pdf_repetitive_words_full_list.txt,34.91,0.13
Double Indemnity.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Double Indemnity.pdf_repetitive_words_full_list.txt,66.67,0
Dr Strangelove.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Dr Strangelove.pdf_repetitive_words_full_list.txt,66.67,0
Dr. Strangelove script.pdf,88.93,78.04,9.820616883116884,819,"strangelove: 25, based: 4, alert: 4, fade: 2, track: 7, cloud: 2, cover: 5, peaks: 2, distance: 13, narrator: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Dr. Strangelove script.pdf_repetitive_words_full_list.txt,35.15,0.18
Drag Me To Hell.pdf,95.71,88.13,7.813129102844639,1111,"hell: 7, raimi: 2, bedroom: 12, dawn: 5, stephanie: 657, sleep: 2, clock: 5, buzzes: 3, hits: 8, button: 31...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Drag Me To Hell.pdf_repetitive_words_full_list.txt,35.01,0.1
Driving Miss Daisy.pdf,79.21,95.88,7.7903116531165315,1262,"driving: 11, miss: 20, daisy: 611, second: 6, november: 3, fade: 2, bedroom: 17, august: 2, room: 67, comfortable: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Driving Miss Daisy.pdf_repetitive_words_full_list.txt,34.81,0.21
Drop Dead Gorgeous.pdf,96.06,87.42,8.247870909905872,1202,"drop: 3, dead: 11, fade: 6, country: 8, road: 7, minnesota: 21, vintage: 3, black: 14, white: 13, stock: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Drop Dead Gorgeous.pdf_repetitive_words_full_list.txt,35.0,0.1
Dunkirk.pdf,92.73,86.91,10.114098360655738,936,"dunkirk: 31, complete: 2, faber: 2, black: 9, water: 114, metal: 4, wood: 2, super: 4, title: 8, paper: 7...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Dunkirk.pdf_repetitive_words_full_list.txt,34.96,0.05
E.T The-extra-terrestrial script.pdf,93.98,88.84,5.4764486614706875,1056,"shooting: 2, revised: 22, come: 34, space: 10, limb: 4, site: 24, white: 11, danger: 2, work: 8, ship: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\E.T The-extra-terrestrial script.pdf_repetitive_words_full_list.txt,34.12,0.06
E.T..pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\E.T..pdf_repetitive_words_full_list.txt,66.67,0
Eastern Promises.pdf,86.34,79.56,8.141516516516516,1182,"pink: 51, revision: 117, street: 13, near: 5, evening: 2, late: 5, december: 3, rain: 19, pouring: 3, christmas: 28...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Eastern Promises.pdf_repetitive_words_full_list.txt,34.78,0.12
Easy A.pdf,97.26,86.91,8.207307386814932,1139,"easy: 2, first: 20, darkness: 2, olive: 708, rumors: 4, exaggerated: 2, fade: 4, bedroom: 31, present: 24, penderghast: 15...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Easy A.pdf_repetitive_words_full_list.txt,34.79,0.17
Ed Wood.pdf,94.9,89.24,6.931017369727047,1650,"wood: 37, directed: 5, first: 15, fade: 4, haunted: 2, mansion: 2, parlor: 3, night: 63, move: 11, spooky: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Ed Wood.pdf_repetitive_words_full_list.txt,34.86,0.16
Edward Scissorhands.pdf,81.03,98.21,5.911196911196911,404,"edward: 142, sweetie: 2, cold: 2, granddaughter: 11, snowing: 2, come: 26, long: 5, story: 2, sweetheart: 4, want: 28...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Edward Scissorhands.pdf_repetitive_words_full_list.txt,34.68,0.27
Elf.pdf,91.0,88.23,7.398278560250391,1153,"christmas: 56, book: 24, entitled: 2, sits: 13, table: 10, drawing: 5, buddy: 645, seen: 8, cover: 7, push: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Elf.pdf_repetitive_words_full_list.txt,34.93,0.11
Enter The Void.pdf,10.83,76.52,11.176470588235293,6,"victor: 3, oscar: 9, years: 4, moira: 4, loves: 2, tito: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Enter The Void.pdf_repetitive_words_full_list.txt,34.17,0.83
Erin Brokevich.pdf,96.04,95.77,8.214634146341464,1416,"erin: 1025, brockovich: 16, southern: 3, california: 7, main: 13, drag: 2, everything: 14, cars: 5, motor: 2, either: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Erin Brokevich.pdf_repetitive_words_full_list.txt,34.58,0.18
Escape From New York.pdf,87.99,97.3,6.422632794457275,644,"fade: 9, card: 4, second: 12, crime: 2, rate: 2, united: 4, states: 4, rises: 2, four: 7, hundred: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Escape From New York.pdf_repetitive_words_full_list.txt,34.87,0.11
Eternal Sunshine of the Spotless Mind script.pdf,92.45,88.43,6.9305628616517625,1241,"eternal: 2, sunshine: 2, spotless: 2, mind: 10, revision: 5, february: 2, green: 5, january: 4, yellow: 11, pink: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Eternal Sunshine of the Spotless Mind script.pdf_repetitive_words_full_list.txt,34.55,0.16
Eyes Wide Shut.pdf,69.49,86.91,9.02248339294839,977,"eyes: 32, wide: 3, shut: 2, bill: 607, living: 7, room: 37, night: 65, week: 2, christmas: 5, tree: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Eyes Wide Shut.pdf_repetitive_words_full_list.txt,34.88,0.23
Fargo script.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Fargo script.pdf_repetitive_words_full_list.txt,66.67,0
Fargo.pdf,96.99,95.88,8.356615838662076,1029,"fargo: 5, coen: 2, fades: 4, black: 9, story: 2, film: 2, place: 8, changed: 4, respect: 2, dead: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Fargo.pdf_repetitive_words_full_list.txt,34.95,0.08
Fight Club.pdf,50.92,87.42,7.690156918687589,1596,"fight: 55, club: 33, screen: 6, black: 14, jack: 1120, people: 35, always: 6, asking: 3, know: 43, tyler: 505...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Fight Club.pdf_repetitive_words_full_list.txt,34.9,0.12
Final Destination.pdf,95.97,87.42,9.834982192322913,1581,"final: 4, flight: 45, awaiting: 3, cold: 6, dark: 18, place: 10, dread: 2, arrive: 3, black: 10, silent: 5...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Final Destination.pdf_repetitive_words_full_list.txt,35.05,0.09
Finding Nemo.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Finding Nemo.pdf_repetitive_words_full_list.txt,66.67,0
First Man.pdf,97.8,88.13,8.191688686043719,1949,"armstrong: 73, based: 2, part: 7, upon: 2, book: 3, first: 36, james: 3, black: 32, static: 19, faint: 8...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\First Man.pdf_repetitive_words_full_list.txt,34.78,0.1
First Reformed.pdf,90.98,87.92,7.980030721966206,1110,"first: 62, reformed: 47, written: 3, cemetery: 6, toller: 447, early: 3, dressed: 5, worn: 3, black: 16, clerical: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\First Reformed.pdf_repetitive_words_full_list.txt,35.21,0.09
Following.pdf,5.09,95.06,9.24904839586732,899,"following: 13, written: 3, crowded: 5, street: 22, endless: 2, stream: 2, pedestrians: 8, crossing: 3, frame: 8, shot: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Following.pdf_repetitive_words_full_list.txt,34.72,0.23
Forrest Gump.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Forrest Gump.pdf_repetitive_words_full_list.txt,66.67,0
Foxcatcher.pdf,84.87,87.31,8.514331210191083,1212,"foxcatcher: 74, written: 3, university: 6, wisconsin: 6, early: 8, morning: 22, mark: 689, schultz: 32, lifts: 4, wrestling: 52...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Foxcatcher.pdf_repetitive_words_full_list.txt,34.79,0.18
Frances Ha.pdf,97.69,88.84,6.169106317411402,813,"frances: 778, tompkins: 2, square: 2, park: 9, hear: 9, women: 2, talking: 8, laughing: 5, morning: 14, find: 7...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Frances Ha.pdf_repetitive_words_full_list.txt,34.6,0.19
From Russia With Love.pdf,95.96,87.82,8.13125925925926,1302,"russia: 4, love: 13, fleming: 2, film: 8, barrel: 4, james: 30, bond: 1034, trademark: 2, iris: 2, moving: 12...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\From Russia With Love.pdf_repetitive_words_full_list.txt,34.64,0.08
Game of Thrones Pilot.pdf,7.95,86.4,9.42608695652174,1006,"clearing: 7, snow: 18, drifts: 2, across: 13, bodies: 2, dead: 17, eight: 6, corpses: 2, frozen: 2, ground: 12...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Game of Thrones Pilot.pdf_repetitive_words_full_list.txt,35.26,0.12
Get Out.pdf,97.11,88.63,6.537037037037037,995,"written: 2, brothers: 2, present: 4, living: 15, sacrifice: 2, acceptable: 2, spiritual: 2, world: 7, mind: 6, good: 28...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Get Out.pdf_repetitive_words_full_list.txt,34.79,0.11
Ghost.pdf,95.56,89.04,6.752260397830018,1359,"ghost: 50, shooting: 5, tribeca: 2, loft: 41, camera: 17, tracks: 2, slowly: 25, clouds: 3, moving: 10, dust: 13...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Ghost.pdf_repetitive_words_full_list.txt,34.71,0.13
Ghostbusters.pdf,96.45,86.3,9.451563103049017,1551,"ghostbusters: 87, shooting: 5, last: 8, york: 15, public: 4, library: 5, shines: 2, classic: 2, facade: 2, main: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Ghostbusters.pdf_repetitive_words_full_list.txt,35.1,0.17
Gladiator.pdf,89.81,78.14,9.669405320813771,1461,"gladiator: 19, stands: 42, colosseum: 73, rome: 85, shall: 27, stand: 14, falls: 11, fall: 3, world: 23, fade: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Gladiator.pdf_repetitive_words_full_list.txt,35.01,0.1
Godfather script.pdf,93.49,87.52,10.303002309468821,1105,"godfather: 20, mario: 2, puzo: 2, francis: 3, fade: 4, black: 2, corleone: 180, home: 9, office: 26, bonasera: 24...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Godfather script.pdf_repetitive_words_full_list.txt,34.59,0.14
Godfather-II script.pdf,94.3,85.39,10.527123848515865,2072,"godfather: 10, part: 10, mario: 2, puzo: 2, francis: 2, second: 14, fade: 10, pictures: 6, presented: 2, simple: 9...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Godfather-II script.pdf_repetitive_words_full_list.txt,34.71,0.22
Goldfinger.pdf,91.45,87.42,8.546583850931677,1382,"goldfinger: 430, barrel: 6, logo: 2, white: 17, moves: 21, iris: 5, surround: 3, fill: 2, frame: 5, enters: 11...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Goldfinger.pdf_repetitive_words_full_list.txt,34.66,0.08
Gone Girl.pdf,81.77,88.43,7.547898779936737,1641,"gone: 31, girl: 44, august: 8, based: 2, novel: 3, gillian: 4, flynn: 4, twentieth: 3, century: 5, final: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Gone Girl.pdf_repetitive_words_full_list.txt,34.61,0.13
Gone With the Wind script.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Gone With the Wind script.pdf_repetitive_words_full_list.txt,66.67,0
Good Night and Good Luck.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Good Night and Good Luck.pdf_repetitive_words_full_list.txt,66.67,0
Good Will Hunting.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Good Will Hunting.pdf_repetitive_words_full_list.txt,66.67,0
Goodfellas script.pdf,94.34,87.01,8.09744560075686,1302,"good: 35, fellas: 6, written: 2, nicholas: 2, pileggi: 2, blue: 4, pink: 4, book: 4, boulevard: 4, january: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Goodfellas script.pdf_repetitive_words_full_list.txt,34.66,0.1
Goodfellas.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Goodfellas.pdf_repetitive_words_full_list.txt,66.67,0
Gran Torino.pdf,87.23,96.38,7.641457545548298,1105,"gran: 18, torino: 18, written: 3, fade: 2, church: 8, funeral: 6, dorothy: 5, kowalski: 25, mostly: 2, folks: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Gran Torino.pdf_repetitive_words_full_list.txt,34.66,0.21
Gravity.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Gravity.pdf_repetitive_words_full_list.txt,66.67,0
Green Book.pdf,97.06,88.02,8.235093049753134,1209,"green: 13, book: 17, written: 5, nick: 9, vallelonga: 14, rights: 3, title: 2, york: 8, city: 9, copacabana: 12...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Green Book.pdf_repetitive_words_full_list.txt,34.73,0.1
Groundhog Day script.pdf,96.08,87.11,8.735404191616766,1239,"groundhog: 73, second: 20, groundhogs: 6, family: 3, together: 12, burrow: 6, sleeping: 6, long: 35, winter: 15, roll: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Groundhog Day script.pdf_repetitive_words_full_list.txt,34.78,0.16
Groundhog Day.pdf,96.08,87.11,8.735404191616766,1239,"groundhog: 73, second: 20, groundhogs: 6, family: 3, together: 12, burrow: 6, sleeping: 6, long: 35, winter: 15, roll: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Groundhog Day.pdf_repetitive_words_full_list.txt,34.78,0.16
Hanna.pdf,79.09,87.72,7.8482057796125755,1434,"hanna: 585, seth: 2, lochhead: 2, story: 3, forest: 26, floor: 17, sparse: 3, snow: 15, falls: 15, breathing: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Hanna.pdf_repetitive_words_full_list.txt,34.86,0.13
Hannah and Her Sisters.pdf,61.29,95.88,5.125,4,"contd: 2, mickey: 2, mean: 2, holly: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Hannah and Her Sisters.pdf_repetitive_words_full_list.txt,68.82,0.0
Hard Candy.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Hard Candy.pdf_repetitive_words_full_list.txt,66.67,0
Heat.pdf,95.94,88.84,7.200247218788628,1597,"heat: 10, michael: 24, converted: 156, wide: 87, pulls: 45, beverly: 2, neil: 601, mccauley: 15, nurse: 3, carries: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Heat.pdf_repetitive_words_full_list.txt,34.77,0.09
Heathers.pdf,95.85,78.85,7.877564526803441,1574,"heathers: 15, second: 4, suburban: 2, street: 2, veronica: 721, sawyer: 30, sullen: 2, seventeen: 3, year: 4, beauty: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Heathers.pdf_repetitive_words_full_list.txt,35.12,0.14
Hellboy.pdf,69.75,88.13,8.150501672240802,1673,"hellboy: 466, john: 4, universal: 2, city: 2, march: 3, first: 14, eyes: 35, darkness: 11, world: 16, place: 13...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Hellboy.pdf_repetitive_words_full_list.txt,35.14,0.08
Her.pdf,93.62,87.62,7.658756137479542,908,"used: 6, means: 3, without: 8, written: 7, space: 3, close: 19, theodore: 698, face: 15, hold: 6, long: 17...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Her.pdf_repetitive_words_full_list.txt,34.53,0.15
Hereditary.pdf,95.42,79.77,7.3507583965330445,1493,"workshop: 29, morning: 9, impressive: 2, room: 96, artist: 2, empty: 14, evidence: 2, frantic: 2, across: 20, wall: 13...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Hereditary.pdf_repetitive_words_full_list.txt,34.7,0.18
His Girl Friday script.pdf,95.74,87.82,8.273524104150555,1350,"girl: 10, charles: 2, play: 5, front: 10, page: 12, fade: 4, anteroom: 6, close: 146, shot: 281, switchboard: 10...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\His Girl Friday script.pdf_repetitive_words_full_list.txt,34.43,0.12
His Girl Friday.pdf,95.73,87.82,8.274813096158804,1350,"girl: 10, charles: 2, play: 5, front: 10, page: 12, shooting: 6, fade: 4, anteroom: 6, close: 146, shot: 281...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\His Girl Friday.pdf_repetitive_words_full_list.txt,34.43,0.12
Homeland Pilot.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Homeland Pilot.pdf_repetitive_words_full_list.txt,66.67,0
Hot Fuzz.pdf,96.0,79.36,7.47187141216992,1635,"simon: 17, mtropolitan: 2, police: 48, station: 36, front: 17, desk: 42, constable: 17, nicholas: 44, angel: 1032, bursts: 8...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Hot Fuzz.pdf_repetitive_words_full_list.txt,34.96,0.12
House of Cards Pilot.pdf,72.36,88.43,7.242442936458976,775,"underwood: 22, residence: 14, night: 23, slowly: 4, pull: 5, front: 10, door: 33, townhouse: 3, hear: 9, sound: 8...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\House of Cards Pilot.pdf_repetitive_words_full_list.txt,35.01,0.16
House Pilot.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\House Pilot.pdf_repetitive_words_full_list.txt,66.67,0
I Am Legend.pdf,97.9,87.72,7.756563245823389,2257,"legend: 2, screenplay: 2, mark: 5, based: 2, university: 3, used: 9, viruses: 2, healthy: 10, respiratory: 2, cells: 22...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\I Am Legend.pdf_repetitive_words_full_list.txt,35.04,0.13
If Beale Street Could Talk.pdf,91.42,85.39,10.728168383340797,1156,"street: 36, could: 23, talk: 13, written: 2, screen: 2, first: 26, black: 35, anything: 5, else: 15, hear: 15...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\If Beale Street Could Talk.pdf_repetitive_words_full_list.txt,34.6,0.23
In Bruges.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\In Bruges.pdf_repetitive_words_full_list.txt,66.67,0
In The Heat Of The Night.pdf,0.0,-34.11,4.0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\In The Heat Of The Night.pdf_repetitive_words_full_list.txt,66.67,0.0
In The Loop.pdf,81.25,87.92,7.587692307692308,1204,"loop: 2, written: 4, simon: 386, downing: 2, street: 13, london: 8, morning: 8, malcolm: 280, government: 10, director: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\In The Loop.pdf_repetitive_words_full_list.txt,34.61,0.23
Inception.pdf,96.89,87.62,8.2184280247277,1453,"inception: 9, shooting: 4, fade: 2, dawn: 2, crashing: 3, surf: 3, waves: 5, toss: 2, bearded: 6, onto: 26...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Inception.pdf_repetitive_words_full_list.txt,34.72,0.1
Independence Day.pdf,95.05,78.96,8.607874519846352,1673,"american: 11, flag: 3, still: 37, gray: 3, widen: 7, reveal: 7, moon: 4, small: 28, step: 5, large: 36...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Independence Day.pdf_repetitive_words_full_list.txt,35.04,0.09
Inglourious Basterds.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Inglourious Basterds.pdf_repetitive_words_full_list.txt,66.67,0
Inherent Vice.pdf,95.39,86.6,10.62419837537409,1387,"inherent: 3, vice: 7, thomas: 15, script: 4, confidential: 3, property: 2, warner: 5, pictures: 4, used: 7, without: 8...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Inherent Vice.pdf_repetitive_words_full_list.txt,34.84,0.12
Insomnia.pdf,92.31,90.16,5.493144526859968,1451,"insomnia: 2, fade: 3, credit: 3, sequence: 2, stretched: 2, long: 14, white: 10, beautiful: 4, wash: 3, cloth: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Insomnia.pdf_repetitive_words_full_list.txt,34.86,0.09
Interstellar.pdf,92.64,87.11,8.483566940550991,1870,"jonathan: 2, nolan: 2, story: 3, space: 81, dark: 7, corner: 5, used: 9, glittering: 2, center: 21, distant: 9...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Interstellar.pdf_repetitive_words_full_list.txt,34.8,0.08
Interview With The Vampire.pdf,71.38,87.92,7.743044189852701,1926,"interview: 3, vampire: 41, anne: 2, rice: 2, second: 5, fade: 3, duboce: 2, street: 32, hill: 4, skyline: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Interview With The Vampire.pdf_repetitive_words_full_list.txt,34.71,0.16
Iron Man.pdf,95.09,79.26,8.927150192554556,1559,"iron: 58, matt: 2, holloway: 2, marcum: 2, mark: 16, fergus: 3, hawk: 4, ostby: 3, marvel: 362, revisions: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Iron Man.pdf_repetitive_words_full_list.txt,34.77,0.09
IT HAPPENED ONCE NIGHT script.pdf,95.82,86.3,9.699537304800463,1687,"happened: 14, night: 26, story: 28, part: 17, miami: 7, beach: 3, fades: 17, quick: 3, luxurious: 2, lying: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\IT HAPPENED ONCE NIGHT script.pdf_repetitive_words_full_list.txt,34.67,0.17
It Happened One Night.pdf,95.8,86.3,9.701561596298438,1712,"happened: 14, night: 26, story: 28, shooting: 2, pictures: 5, part: 17, miami: 7, beach: 3, fades: 17, quick: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\It Happened One Night.pdf_repetitive_words_full_list.txt,34.69,0.16
IT.pdf,94.07,86.91,8.185795624812705,1570,"written: 2, chase: 3, king: 4, open: 34, rain: 9, piano: 12, plays: 3, somewhere: 4, screen: 3, elise: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\IT.pdf_repetitive_words_full_list.txt,34.84,0.08
Its a wonderful life script.pdf,98.26,87.72,8.467917829064165,1478,"wonderful: 11, life: 19, fade: 11, night: 109, sequence: 4, series: 7, shots: 9, various: 6, streets: 2, buildings: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Its a wonderful life script.pdf_repetitive_words_full_list.txt,34.5,0.17
Its a Wonderful Life.pdf,98.26,87.72,8.467917829064165,1478,"wonderful: 11, life: 19, fade: 11, night: 109, sequence: 4, series: 7, shots: 9, various: 6, streets: 2, buildings: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Its a Wonderful Life.pdf_repetitive_words_full_list.txt,34.5,0.17
Jackie Brown.pdf,95.63,87.62,8.605078336034575,1377,"jackie: 686, brown: 24, opening: 7, credits: 3, angeles: 6, international: 8, airport: 8, hear: 26, rhythm: 3, funky: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Jackie Brown.pdf_repetitive_words_full_list.txt,34.49,0.07
Jacob_s Ladder.pdf,97.77,88.74,7.147162639152865,1577,"jacob: 901, ladder: 11, vietnam: 18, dusk: 4, deposits: 2, army: 35, vietnamese: 3, soldiers: 11, scramble: 3, rice: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Jacob_s Ladder.pdf_repetitive_words_full_list.txt,34.95,0.1
